0.85	0.71
0.45	0.1
0.54	0.6
0.5	0.87
0.31	0.95
0.8	0.06
0.86	0.33
0.55	0.96
0.76	0.83
0.13	0.57
0.39	0.96
0.38	0.69
0.56	0.89
0.94	0.54
0.45	0.69
0.59	0.99
0.57	0.85
0.77	0.21
0.47	0.9
0.9	0.07
0.25	0.64
0.21	0.54
0.22	0.48
0.18	0.67
0.62	0.88
0.16	0.53
0.29	0.78
0.07	0.39
0.28	0.54
0.89	0.85
0.65	0.03
0.28	0.2
0.86	0.61
0.25	0.66
0.82	0.13
0.73	0.34
0.65	0.2
0.81	0.25
0.57	0.65
0.04	0.79
0.05	0.34
0.05	0.04
0.2	0.9
0.52	0.7
0.67	0.21
0.98	0.53
0.83	0.43
0.29	0.72
0.72	0.54
0.88	0.33
0.38	1
0.99	0.39
0.98	0.28
0.33	0.61
0.84	0.45
0.18	0.92
0.97	0.53
0.5	0.14
0.19	0.15
0.36	0.09
0.97	0.19
0.6	0.28
0.31	0.45
0.54	0.28
0.38	0.94
0.36	0.5
0.34	0.88
0.56	0.49
0.64	0.82
0.56	0.14
0.29	0.8
0.64	0.65
0.12	0.58
0.02	0.12
0.36	0.03
0.77	0.63
0.35	0.69
0.52	0.55
0.81	0.85
0.42	0.05
0.34	0.29
0.34	0.62
0.28	0.93
0.26	0.04
0.16	0.11
0.31	0.02
0.98	0.26
0.16	0.12
0.85	0.57
0.84	0.02
0.18	0.68
0.04	0.07
0.99	0.75
0.48	0.83
0.89	0.41
0.47	0.14
0.11	0.91
0.97	0.31
0.67	0.38
0.04	0.02
0.03	0.1
0.86	1
0.09	0.64
0.59	0.51
0.94	0.48
0.54	0.35
0.41	0.09
0.87	0.2
0.53	0.06
0.97	0.05
0.81	0.11
0.05	0.07
0.28	0.38
0.93	0.1
0.95	0.76
0.09	0.65
0.75	0.49
0.7	0.79
0.1	0.41
0.08	0.32
0.86	0.48
0.97	0.07
0.99	0.46
0.87	0.02
0.94	0.54
0.18	0.88
0.96	0.24
0.62	0.81
0.37	0.19
0.47	0.52
0.28	0.56
0.6	0.59
0.27	1
0.88	0.36
0.81	0.26
0.43	0.31
0.09	0.28
0.72	0.38
0.2	0.58
0.18	0.3
0.03	0.26
0.69	0.57
0.82	0.03
0.55	0.24
0.69	0.46
0.08	0.48
0.31	0.02
0.87	0.75
0.17	0.82
0.69	0.38
0.14	0.66
0.2	0.61
0.94	0.36
0.93	0.83
0.7	0.05
0.26	0.95
0.54	0.68
0.99	0.08
0.99	0.31
0.33	0.43
0.75	0.25
0.57	0.17
0.64	0.92
0.69	0.12
0.65	0.07
0.21	0.29
0.22	0.17
0.76	0.57
0.9	0.94
0.62	0.39
0.46	0.42
0.77	0.27
0.08	0.64
0.61	0.53
0.58	0.81
0.36	0.42
0.83	0.96
0.17	0.95
0.14	0.91
0.5	0.83
0.58	0.76
0.4	0.5
0.85	0.17
0.47	0.95
0.75	0.88
0.41	0.12
0.82	0.56
0.81	0.89
0.15	0.63
0.13	0.66
0.73	0.2
0.83	0.56
0.83	0.22
0.35	0.22
0.79	1
0.06	0.72
0.33	0.35
0.54	0.49
0.56	0.3
0.76	0.09
0.32	0.65
0.46	0.15
0.09	0.97
0.99	0.49
0.02	0.61
0.95	0.55
0.08	0.98
0.22	0.95
0.44	0.06
0.31	0.27
0.65	0.14
0.46	0.75
0.97	0.56
0.46	0.33
0.75	0.07
0.85	0.06
0.46	0.66
0.7	0.4
0.36	0.31
0.13	0.4
0.7	0.86
0.8	0.62
0.84	0.14
0.07	0.56
0.11	0.5
0.89	0.62
0.93	0.25
0.55	0.82
0.59	0.3
0.29	0.82
0.12	0.79
0.56	0.73
0.5	0.32
0.65	0.38
0.7	0.38
0.07	0.75
0.76	0.58
0.66	0.83
0.53	0.29
0.3	0.86
0.07	0.74
0.5	0.25
0.46	0.02
0.41	0.55
0.82	0.34
0.45	1
0.81	0.99
0.62	0.48
0.17	0.06
0.34	0.67
0.08	0.78
0.85	0.83
0.34	0.13
0.26	0.92
0.47	0.85
0.86	0.46
0.47	0.52
0.79	0.9
0.32	0.05
0.43	0.36
0.47	0.73
0.14	0.81
0.17	0.82
0.22	0.55
0.03	0.73
0.85	0.11
0.37	0.22
0.65	0.1
0.68	0.95
0.51	0.38
0.44	0.42
0.08	0.31
0.14	0.36
0.29	0.31
0.35	0.83
0.56	0.77
0.76	0.55
0.21	0.68
0.44	0.65
0.8	0.12
0.8	0.94
0.88	0.15
0.23	0.49
0.42	0.64
0.98	0.34
0.75	0.95
0.17	0.04
0.31	0.9
0.11	0.9
0.02	0.91
0.11	0.04
0.81	0.39
0.56	0.72
0.51	0.21
0.11	0.31
0.54	0.19
0.8	0.35
0.14	0.08
0.11	0.2
0.81	0.31
0.47	0.11
0.82	0.04
0.98	0.4
0.93	0.77
0.23	0.7
0.03	0.26
0.23	0.3
0.48	0.81
0.23	0.19
0.9	0.98
0.53	0.15
1	0.67
0.29	0.69
0.9	0.66
0.81	0.51
0.35	0.47
0.2	0.53
0.33	0.54
0.24	0.3
0.23	0.92
0.11	0.5
0.76	0.38
0.37	0.49
0.48	0.62
0.81	0.36
0.76	0.99
0.12	0.12
0.5	0.03
0.49	0.86
0.15	0.42
0.23	0.66
0.62	0.44
0.35	0.78
0.92	0.14
0.92	0.57
0.37	0.47
0.32	0.47
0.26	0.6
0.09	0.87
0.59	0.26
0.08	0.39
0.7	0.59
0.08	0.52
0.88	0.64
0.87	0.37
0.22	0.73
0.92	0.88
0.12	0.24
0.85	0.58
0.75	0.08
0.03	0.21
0.73	0.8
0.72	0.24
0.21	0.07
0.95	0.04
0.73	0.39
0.96	0.94
0.26	0.19
0.86	0.9
1	0.18
0.87	0.8
0.15	0.64
0.13	0.98
0.08	0.95
0.63	0.34
0.11	0.4
0.57	0.77
0.5	0.11
0.94	0.49
0.41	0.56
0.05	0.57
0.82	0.59
0.31	0.46
0.34	0.32
0.5	0.05
0.81	0.44
0.89	0.45
0.19	0.28
0.57	0.06
0.87	0.33
0.77	0.08
0.43	0.56
0.34	0.43
0.22	0.62
0.76	0.48
0.62	0.12
0.39	1
0.64	0.71
0.32	0.51
0.05	0.23
0.18	0.28
0.04	0.3
0.63	0.7
0.3	0.62
0.34	0.23
0.57	0.29
0.74	0.9
0.89	0.43
0.28	0.03
0.23	0.43
0.67	0.03
0.89	0.8
0.69	0.32
0.11	0.62
0.46	0.26
0.43	0.36
0.91	0.02
0.15	0.72
0.62	0.68
0.7	0.66
0.8	0.35
0.93	0.23
0.35	0.29
0.11	0.27
0.81	0.35
0.03	0.24
0.04	0.12
0.29	0.4
0.27	0.6
0.45	0.29
0.73	0.92
0.34	0.32
0.56	0.32
0.05	0.59
0.11	0.36
0.95	0.2
0.08	0.19
0.86	0.3
0.4	0.41
0.31	0.92
0.82	0.86
0.75	0.2
0.21	0.7
0.71	0.44
0.65	0.31
0.34	0.34
0.26	0.72
0.78	0.33
0.9	0.57
0.51	0.31
0.04	0.28
0.85	0.36
0.65	0.68
0.35	0.6
0.9	0.46
0.65	0.47
0.76	0.78
0.53	0.41
0.46	0.33
0.12	0.08
0.37	0.27
0.76	0.57
0.79	0.93
0.06	0.93
0.99	0.3
0.11	0.81
0.99	0.87
0.42	0.2
0.54	0.14
0.5	0.72
0.16	0.88
0.8	0.95
0.03	0.98
0.42	0.33
0.88	0.98
0.58	0.28
0.43	0.23
0.53	0.4
0.83	0.69
0.69	0.14
0.49	0.04
0.67	0.19
0.5	0.91
0.33	0.4
0.62	0.74
0.08	0.21
0.47	0.14
0.22	0.34
0.58	0.27
0.8	0.72
0.09	0.72
0.37	0.97
0.49	0.32
0.34	0.25
0.37	0.41
0.58	0.81
0.3	0.79
0.63	0.82
0.81	0.15
0.86	0.28
0.07	0.63
0.05	0.28
0.47	0.92
0.51	0.29
0.75	0.22
0.59	0.05
0.22	0.29
0.59	0.84
0.32	0.62
0.95	0.45
0.98	0.95
0.67	0.07
0.38	0.23
1	0.84
0.29	0.04
0.28	0.62
0.35	0.77
0.65	0.88
0.55	0.99
0.77	0.42
0.71	0.44
0.43	0.8
0.89	0.16
0.5	0.73
0.9	0.53
0.57	0.14
0.08	0.33
0.33	0.99
0.47	0.61
0.24	0.88
0.08	0.37
0.27	0.86
0.08	0.35
0.37	0.49
0.61	0.89
0.27	0.59
0.77	0.99
0.3	0.48
0.8	0.27
0.2	0.49
0.96	0.79
0.78	0.91
0.25	0.11
0.86	0.56
0.55	0.67
0.13	0.58
0.71	0.83
1	0.85
0.17	0.42
0.24	0.12
0.69	0.59
0.31	0.06
0.06	0.4
0.59	0.32
0.93	0.12
0.55	0.98
0.58	0.54
0.66	0.78
0.52	0.37
0.54	0.2
0.55	0.87
0.41	0.57
0.8	0.75
0.25	0.04
0.1	0.09
0.89	0.73
0.28	0.23
0.51	0.03
0.5	0.83
0.94	0.97
0.44	0.14
0.61	0.12
0.38	0.92
0.85	0.68
0.05	0.19
0.26	0.29
0.96	0.52
0.85	0.19
0.07	0.91
0.7	0.62
0.58	0.06
0.76	0.05
0.39	0.29
0.05	0.81
0.26	0.16
0.92	0.5
0.57	0.11
0.63	0.71
0.77	1
0.59	0.84
0.85	0.65
0.75	0.15
0.19	0.49
0.97	0.87
0.16	0.85
0.09	0.31
0.96	0.8
0.1	0.92
0.77	0.27
0.43	0.67
0.71	0.92
0.68	0.04
0.99	0.05
0.72	0.63
0.76	0.88
0.14	0.12
0.42	0.44
0.94	0.7
0.81	0.14
0.25	0.73
0.39	0.82
0.84	0.89
0.27	0.07
0.9	0.68
0.71	0.31
0.9	0.31
0.69	0.22
0.79	0.47
1	0.11
0.18	0.24
0.84	0.48
0.87	0.19
0.68	0.47
0.05	0.15
0.05	0.21
0.89	0.51
0.85	0.59
0.94	0.77
